field:ID,label_en,label_zh,label_en_display,:LABEL
国标2576,buddhist literature,佛教文献,Buddhist literature,国标
国标2577,history of buddhism,佛教史,History of Buddhism,国标
国标2578,buddhism sectarianism,佛教宗派学,Buddhism sectarianism,国标
国标2579,other disciplines of buddhism,佛教其他学科,Other disciplines of Buddhism,国标
国标2580,christianity,基督教,Christianity,国标
国标2581,bibliology,圣经学,Bibliology,国标
国标2582,christian philosophy,基督教哲学,Christian Philosophy,国标
国标2583,christian ethics ,基督教伦理学,Christian Ethics ,国标
国标2584,history of christianity,基督教史,History of Christianity,国标
国标2585,christian art,基督教艺术,Christian Art,国标
国标2586,other disciplines of christianity,基督教其他学科,Other disciplines of Christianity,国标
国标2587,islamism,伊斯兰教,Islamism,国标
国标2588,islamic justice,伊斯兰教义学,Islamic justice,国标
国标2589,islamic jurisprudence,伊斯兰教法学,Islamic Jurisprudence,国标
国标2590,islamic philosophy,伊斯兰教哲学,Islamic Philosophy,国标
国标2591,ancient orchids,古兰学,Ancient orchids,国标
国标2592,hadith,圣训学,Hadith,国标
国标2593,history of islam ,伊斯兰教史,History of Islam ,国标
国标2594,islamic art,伊斯兰教艺术,Islamic Art,国标
国标2595,other disciplines of islam,伊斯兰教其他学科,Other disciplines of Islam,国标
国标2596,taoism,道教,Taoism,国标
国标2597,taoist philosophy ,道教哲学,taoist philosophy ,国标
国标2598,taoist literature,道教文献,Taoist Literature,国标
国标2599,taoist art,道教艺术,Taoist Art,国标
国标2600,history of taoism,道教史,History of Taoism,国标
国标2601,other disciplines of taoism,道教其他学科,Other disciplines of Taoism,国标
国标2602,hinduism,印度教,hinduism,国标
国标2603,judaism,犹太教,Judaism,国标
国标2604,coat education,袄教,Coat Education,国标
国标2605,manichaeism,摩尼教,Manichaeism,国标
国标2606,sikhism,锡克教,Sikhism,国标
国标2607,jainism,耆那教,Jainism,国标
国标2608,shintoism,神道教,Shintoism,国标
国标2609,chinese folk religion and folk belief,中国民间宗教与民间信仰,Chinese folk religion and folk belief,国标
国标2610,religions of ethnic minorities in china,中国少数民族宗教,Religions of ethnic minorities in China,国标
国标2611,contemporary religion,当代宗教,Contemporary religion,国标
国标2612,contemporary religion in china,中国当代宗教,Contemporary religion in China,国标
国标2613,world contemporary religion,世界当代宗教,World contemporary religion,国标
国标2614,new religions,新兴宗教,New religions,国标
国标2615,other disciplines of contemporary religion,当代宗教其他学科,Other disciplines of Contemporary Religion,国标
国标2616,other disciplines of religious studies,宗教学其他学科,Other disciplines of Religious Studies,国标
国标2617,linguistics,语言学,linguistics,国标
国标2618,general linguistics,普通语言学,General Linguistics,国标
国标2619,phonetics,语音学,phonetics,国标
国标2620,grammar,语法学,Grammar,国标
国标2621,semantics,语义学,semantics,国标
国标2622,lexicology,词汇学,lexicology,国标
国标2623,pragmatics,语用学,Pragmatics,国标
国标2624,dialectology,方言学,Dialectology,国标
国标2625,rhetoric,修辞学,rhetoric,国标
国标2626,philology,文字学,Philology,国标
国标2627,etymology,语源学,etymology,国标
国标2628,other subjects of general linguistics,普通语言学其他学科,Other subjects of General Linguistics,国标
国标2629,comparative linguistics,比较语言学,Comparative linguistics,国标
国标2630,historical comparative linguistics,历史比较语言学,historical comparative linguistics,国标
国标2631,typological comparative linguistics,类型比较语言学,Typological comparative linguistics,国标
国标2632,bilingual contrastive linguistics,双语对比语言学,Bilingual contrastive linguistics,国标
国标2633,other subjects of comparative linguistics,比较语言学其他学科,Other subjects of comparative linguistics,国标
国标2634,linguistic geography,语言地理学,Linguistic geography,国标
国标2635,sociolinguistics,社会语言学,sociolinguistics,国标
国标2636,applied linguistics,应用语言学,Applied Linguistics,国标
国标2637,language teaching,语言教学,Language Teaching,国标
国标2638,discourse linguistics,话语语言学,Discourse linguistics,国标
国标2639,experimental phonetics,实验语音学,Experimental phonetics,国标
国标2640,mathematical linguistics,数理语言学,Mathematical linguistics,国标
国标2641,computational linguistics,计算语言学,Computational linguistics,国标
国标2642,translatology,翻译学,Translatology,国标
国标2643,terminology,术语学,Terminology,国标
国标2644,other disciplines of applied linguistics,应用语言学其他学科,Other disciplines of Applied Linguistics,国标
国标2645,chinese studies,汉语研究,Chinese Studies,国标
国标2646,mandarin,普通话,mandarin,国标
国标2647,chinese dialects ,汉语方言,Chinese dialects ,国标
国标2648,chinese phonetics,汉语语音,Chinese Phonetics,国标
国标2649,chinese phonology,汉语音韵,Chinese Phonology,国标
国标2650,chinese grammar,汉语语法,Chinese grammar,国标
国标2651,chinese vocabulary,汉语词汇,Chinese vocabulary,国标
国标2652,chinese exegesis,汉语训诂,Chinese exegesis,国标
国标2653,chinese rhetoric,汉语修辞,Chinese rhetoric,国标
国标2654,standard of chinese characters,汉字规范,Standard of Chinese characters,国标
国标2655,history of chinese,汉语史,History of Chinese,国标
国标2656,other subjects of chinese studies,汉语研究其他学科,Other subjects of Chinese Studies,国标
国标2657,chinese minority languages,中国少数民族语言文字,Chinese minority languages,国标
国标2658,mongolian language,蒙古语文,Mongolian language,国标
国标2659,tibetan language,藏语文,Tibetan language,国标
国标2660,uyghur language,维吾尔语文,Uyghur Language,国标
国标2661,kazakh language,哈萨克语文,Kazakh language,国标
国标2662,manchu language,满语文,Manchu language,国标
国标2663,korean language,朝鲜语文,Korean language,国标
国标2664,dai language,傣族语文,Dai language,国标
国标2665,yi language,彝族语文,Yi language,国标
国标2666,zhuang language,壮语文,Zhuang language,国标
国标2667,miao language,苗语文,Miao Language,国标
国标2668,yao language,瑶语文,Yao language,国标
国标2669,kirgiz language,柯尔克孜语文,Kirgiz language,国标
国标2670,xibo language,锡伯语文,Xibo language,国标
国标2671,other subjects of chinese minority languages,中国少数民族语言文字其他学科,Other subjects of Chinese minority languages,国标
国标2672,foreign languages,外国语言,Foreign languages,国标
国标2673,english,英语,English,国标
国标2674,german,德语,German,国标
国标2675,swedish,瑞典语,Swedish,国标
国标2676,"danish, norwegian, icelandic",丹麦语、挪威语、冰岛语,"Danish, Norwegian, Icelandic",国标
国标2677,latin,拉丁语,Latin,国标
国标2678,italian,意大利语,Italian,国标
国标2679,french,法语,French,国标
国标2680,"spanish, portuguese",西班牙语、葡萄牙语,"Spanish, Portuguese",国标
国标2681,romanian,罗马尼亚语,romanian,国标
国标2682,russian,俄语,Russian,国标
国标2683,"polish, czech",波兰语、捷克语,"Polish, Czech",国标
国标2684,"serb, bulgarian",塞尔维亚语、保加利亚语,"Serb, Bulgarian",国标
国标2685,greek,希腊语,Greek,国标
国标2686,albanian,阿尔巴尼亚语,albanian,国标
国标2687,hungarian,匈牙利语,Hungarian,国标
国标2688,finnish,芬兰语,Finnish,国标
国标2689,"estonian, latvian, lithuanian",爱沙尼亚语、拉脱维亚语、立陶宛语,"Estonian, Latvian, Lithuanian",国标
国标2690,"sanskrit, hindi, urdu, sinhala",梵语、印地语、乌尔都语、僧伽罗语,"Sanskrit, Hindi, Urdu, Sinhala",国标
国标2691,farsi,波斯语,farsi,国标
国标2692,turkish,土耳其语,Turkish,国标
国标2693,arabic,阿拉伯语,Arabic,国标
国标2694,hebrew,希伯莱语,Hebrew,国标
国标2695,hausa ,豪萨语,hausa ,国标
国标2696,swahili,斯瓦希里语,Swahili,国标
国标2697,"vietnamese, cambodian",越南语、柬埔寨语,"Vietnamese, Cambodian",国标
国标2698,"indonesian, philippine, malay",印度尼西亚语、菲律宾国语、马来语,"Indonesian, Philippine, Malay",国标
国标2699,burmese,缅甸语,Burmese,国标
国标2700,"thai, lao",泰语、老挝语,"Thai, Lao",国标
国标2701,japanese,日语,Japanese,国标
国标2702,korean and korean,朝鲜语和韩国语,Korean and Korean,国标
国标2703,esperanto,世界语,Esperanto,国标
国标2704,foreign language and other disciplines,外国语言其他学科,Foreign language and other disciplines,国标
国标2705,other disciplines of linguistics,语言学其他学科,Other disciplines of Linguistics,国标
国标2706,literature,文学,literature,国标
国标2707,literary theory,文学理论,Literary theory,国标
国标2708,aesthetics of literature and art,文艺美学,Aesthetics of literature and art,国标
国标2709,literary criticism,文学批评,literary criticism,国标
国标2710,comparative literature,比较文学,Comparative Literature,国标
国标2711,ancient chinese literature,中国古代文学,Ancient Chinese Literature,国标
国标2712,"literature of zhou, qin and han dynasties",周秦汉文学,"Literature of Zhou, Qin and Han Dynasties",国标
国标2713,wei jin literature,魏晋文学,Wei Jin literature,国标
国标2714,literature of the northern and southern dynasties,南北朝文学,Literature of the northern and Southern Dynasties,国标
国标2715,"literature of sui, tang and five dynasties",隋唐五代文学,"Literature of Sui, Tang and Five Dynasties",国标
国标2716,literature of song dynasty,宋代文学,Literature of Song Dynasty,国标
国标2717,literature of liao and jin dynasties,辽金文学,Literature of Liao and Jin Dynasties,国标
国标2718,literature of yuan dynasty,元代文学,Literature of Yuan Dynasty,国标
国标2719,literature of ming dynasty,明代文学,Literature of Ming Dynasty,国标
国标2720,literature of qing dynasty,清代文学,Literature of Qing Dynasty,国标
国标2721,other subjects of ancient chinese literature,中国古代文学其他学科,Other subjects of ancient Chinese Literature,国标
国标2722,modern chinese literature,中国近代文学,Modern Chinese Literature,国标
国标2723,modern chinese literature,中国现代文学,Modern Chinese Literature,国标
国标2724,chinese literature of various genres,中国各体文学,Chinese literature of various genres,国标
国标2725,chinese poetry literature,中国诗歌文学,Chinese poetry literature,国标
国标2726,chinese drama literature,中国戏剧文学,Chinese drama literature,国标
国标2727,chinese novel literature,中国小说文学,Chinese novel literature,国标
国标2728,chinese prose literature,中国散文文学,Chinese prose literature,国标
国标2729,other subjects of chinese literature,中国各体文学其他学科,Other subjects of Chinese Literature,国标
国标2730,chinese folk literature,中国民间文学,Chinese folk literature,国标
国标2731,chinese children's literature,中国儿童文学,Chinese children's Literature,国标
国标2732,chinese minority literature,中国少数民族文学,Chinese Minority Literature,国标
国标2733,mongolian literature,蒙古族文学,Mongolian literature,国标
国标2734,tibetan literature,藏族文学,Tibetan Literature,国标
国标2735,uygur literature,维吾尔族文学,Uygur Literature,国标
国标2736,kazakh literature,哈萨克族文学,Kazakh literature,国标
国标2737,korean literature,朝鲜族文学,Korean Literature,国标
国标2738,other subjects of chinese minority literature,中国少数民族文学其他学科,Other subjects of Chinese Minority Literature,国标
国标2739,history of world literature,世界文学史,History of world literature,国标
国标2740,history of ancient world literature,古代世界文学史,History of ancient world literature,国标
国标2741,the history of world literature in the middle ages,中世纪世界文学史,The history of world literature in the Middle Ages,国标
国标2742,history of modern world literature,近代世界文学史,History of modern world literature,国标
国标2743,history of modern world literature,现代世界文学史,History of modern world literature,国标
国标2744,other disciplines in the history of world literature,世界文学史其他学科,Other disciplines in the history of world literature,国标
国标2745,oriental literature,东方文学,Oriental Literature,国标
国标2746,indian literature,印度文学,Indian literature,国标
国标2747,japanese literature,日本文学,Japanese Literature,国标
国标2748,other disciplines of oriental literature,东方文学其他学科,Other disciplines of Oriental Literature,国标
国标2749,russian literature ,俄国文学,russian literature ,国标
国标2750,english literature,英国文学,English literature,国标
国标2751,french literature,法国文学,French Literature,国标
国标2752,german literature,德国文学,German Literature,国标
国标2753,italian literature,意大利文学,Italian literature,国标
国标2754,american literature,美国文学,American Literature,国标
国标2755,nordic literature,北欧文学,Nordic literature,国标
国标2756,eastern european literature,东欧文学,Eastern European literature,国标
国标2757,latin american literature,拉美文学,Latin American Literature,国标
国标2758,african literature,非洲文学,African Literature,国标
国标2759,oceanian literature,大洋洲文学,Oceanian literature,国标
国标2760,other disciplines of literature,文学其他学科,Other disciplines of literature,国标
国标2761,art,艺术学,Art,国标
国标2762,music,音乐,music,国标
国标2763,musicology,音乐学,musicology,国标
国标2764,composition and composition theory,作曲与作曲理论,Composition and composition theory,国标
国标2765,music performance art,音乐表演艺术,Music performance art,国标
国标2766,other subjects of music,音乐其他学科,Other subjects of music,国标
国标2767,theatre,戏剧,Theatre,国标
国标2768,history of drama,戏剧史,History of drama,国标
国标2769,drama theory,戏剧理论,Drama theory,国标
国标2770,other subjects of drama,戏剧其他学科,Other subjects of drama,国标
国标2771,traditional opera,戏曲,traditional opera,国标
国标2772,history of traditional chinese opera,戏曲史,History of traditional Chinese opera,国标
国标2773,drama theory,戏曲理论,Drama theory,国标
国标2774,opera performance,戏曲表演,Opera performance,国标
国标2775,other subjects of traditional chinese opera,戏曲其他学科,Other subjects of traditional Chinese opera,国标
国标2776,dance,舞蹈,dance,国标
国标2777,history of dance,舞蹈史,History of dance,国标
国标2778,dance theory,舞蹈理论,Dance Theory,国标
国标2779,choreographer,舞蹈编导,Choreographer,国标
国标2780,dance performance,舞蹈表演,Dance performance,国标
国标2781,other subjects of dance,舞蹈其他学科,Other subjects of dance,国标
国标2782,film,电影,film,国标
国标2783,film history,电影史,Film history,国标
国标2784,film theory,电影理论,Film theory,国标
国标2785,film art,电影艺术,Film art,国标
国标2786,other subjects of film,电影其他学科,Other subjects of film,国标
国标2787,radio and television literature and art,广播电视文艺,Radio and television literature and art,国标
国标2788,fine arts,美术,Fine Arts,国标
国标2789,art history,美术史,Art History,国标
国标2790,art theory,美术理论,Art theory,国标
国标2791,painting art,绘画艺术,Painting art,国标
国标2792,sculpture art,雕塑艺术,Sculpture art,国标
国标2793,other disciplines of fine arts,美术其他学科,Other disciplines of Fine Arts,国标
国标2794,industrial art,工艺美术,industrial art,国标
国标2795,history of arts and crafts,工艺美术史,History of Arts and crafts,国标
国标2796,theory of arts and crafts,工艺美术理论,Theory of Arts and crafts,国标
国标2797,environmental art,环境艺术,environmental art,国标
国标2798,other disciplines of arts and crafts,工艺美术其他学科,Other disciplines of Arts and crafts,国标
国标2799,calligraphy,书法,Calligraphy,国标
国标2800,history of calligraphy,书法史,History of calligraphy,国标
国标2801,calligraphy theory ,书法理论,calligraphy theory ,国标
国标2802,other subjects of calligraphy,书法其他学科,Other subjects of calligraphy,国标
国标2803,photography,摄影,Photography,国标
国标2804,history of photography,摄影史,History of photography,国标
国标2805,photography theory,摄影理论,Photography theory,国标
国标2806,other subjects of photography,摄影其他学科,Other subjects of photography,国标
国标2807,other disciplines of art,艺术学其他学科,Other disciplines of Art,国标
国标2808,history,历史学,history,国标
国标2809,history of historiography,史学史,History of historiography,国标
国标2810,history of chinese historiography,中国史学史,History of Chinese Historiography,国标
国标2811,history of foreign historiography,外国史学史,History of foreign historiography,国标
国标2812,historiography theory,史学理论,Historiography theory,国标
国标2813,marxist historical theory,马克思主义史学理论,Marxist historical theory,国标
国标2814,chinese traditional historiography theory,中国传统史学理论,Chinese traditional historiography theory,国标
国标2815,foreign historiography theory,外国史学理论,Foreign historiography theory,国标
国标2816,historical philology,历史文献学,Historical Philology,国标
国标2817,general history of china,中国通史,General history of China,国标
国标2818,ancient chinese history,中国古代史,Ancient Chinese history,国标
国标2819,pre qin history,先秦史,Pre Qin history,国标
国标2820,history of qin and han dynasties,秦汉史,History of Qin and Han Dynasties,国标
国标2821,"history of wei, jin, southern and northern dynasties",魏晋南北朝史,"History of Wei, Jin, southern and Northern Dynasties",国标
国标2822,"the history of sui, tang, five dynasties and ten states",隋唐五代十国史,"The history of Sui, Tang, Five Dynasties and ten states",国标
国标2823,history of song dynasty,宋史,History of Song Dynasty,国标
国标2824,history of liao and jin dynasties,辽金史,History of Liao and Jin Dynasties,国标
国标2825,yuan history,元史,Yuan history,国标
国标2826,ming history,明史,Ming History,国标
国标2827,history of the qing dynasty,清史,history of the Qing dynasty,国标
国标2828,ancient chinese characters,中国古文字,Ancient Chinese characters,国标
国标2829,ancient chinese contract documents,中国古代契约文书,Ancient Chinese contract documents,国标
国标2830,other subjects of ancient chinese history,中国古代史其他学科,Other subjects of ancient Chinese history,国标
国标2831,modern history of china,中国近代史、现代史,Modern history of China,国标
国标2832,history of opium war,鸦片战争史,History of Opium War,国标
国标2833,history of the taiping heavenly kingdom,太平天国史,History of the Taiping Heavenly Kingdom,国标
国标2834,history of westernization movement,洋务运动史,History of Westernization Movement,国标
国标2835,the history of the coup in 1898,戊戌政变史,The history of the coup in 1898,国标
国标2836,the boxer movement,义和团运动史,The Boxer Movement,国标
国标2837,political history of late qing dynasty,晚清政治史,Political history of late Qing Dynasty,国标
国标2838,the history of the revolution of 1911,辛亥革命史,The history of the revolution of 1911,国标
国标2839,history of the may 4th movement,五四运动史,History of the May 4th Movement,国标
国标2840,history of new democratic revolution,新民主主义革命史,History of new democratic revolution,国标
国标2841,history of anti japanese war,抗日战争史,History of Anti Japanese War,国标
国标2842,history of the communist party of china,中国共产党史,History of the Communist Party of China,国标
国标2843,history of chinese kuomintang,中国国民党史,History of Chinese Kuomintang,国标
国标2844,history of chinese democratic parties,中国民主党派史,History of Chinese democratic parties,国标
国标2845,history of the republic of china,中华民国史,History of the Republic of China,国标
国标2846,history of prc ,中华人民共和国史,History of PRC ,国标
国标2847,modern economic history,近代经济史,Modern economic history,国标
国标2848,history of modern ideology and culture,近代思想文化史,History of modern ideology and culture,国标
国标2849,modern social history,近代社会史,Modern social history,国标
国标2850,"modern chinese history, modern history and other disciplines",中国近代史、现代史其他学科,"Modern Chinese history, modern history and other disciplines",国标
国标2851,general history of the world,世界通史,General history of the world,国标
国标2852,history of primitive society,原始社会史,History of primitive society,国标
国标2853,ancient world history,世界古代史,Ancient world history,国标
国标2854,world medieval history ,世界中世纪史,World Medieval History ,国标
国标2855,modern world history,世界近代史,Modern world history,国标
国标2856,modern world history,世界现代史,Modern world history,国标
国标2857,history of international relations,国际关系史,History of international relations,国标
国标2858,other subjects of world general history,世界通史其他学科,Other subjects of world general history,国标
国标2859,history of asia,亚洲史,History of Asia,国标
国标2860,history of japan,日本史,History of Japan,国标
国标2861,history of india,印度史,History of India,国标
国标2862,history of northeast asia,东北亚史,History of Northeast Asia,国标
国标2863,history of southeast asia,东南亚史,History of Southeast Asia,国标
国标2864,history of south asia,南亚史,History of South Asia,国标
国标2865,history of central asia,中亚史,History of Central Asia,国标
国标2866,history of western asia,西亚史,History of Western Asia,国标
国标2867,other disciplines of asian history,亚洲史其他学科,Other disciplines of Asian History,国标
国标2868,history of africa,非洲史,History of Africa,国标
国标2869,history of north africa,北非史,History of North Africa,国标
国标2870,history of sub saharan africa,撒哈拉以南非洲史,History of sub Saharan Africa,国标
国标2871,history of egypt,埃及史,History of Egypt,国标
国标2872,federal history of south africa,南非联邦史,Federal history of South Africa,国标
国标2873,other subjects of african history,非洲史其他学科,Other subjects of African History,国标
国标2874,history of america,美洲史,History of America,国标
国标2875,history of ancient american civilization,美洲古代文明史,History of ancient American Civilization,国标
国标2876,american history,美国史,American history,国标
国标2877,history of canada,加拿大史,History of Canada,国标
国标2878,latin american history,拉丁美洲史,Latin American history,国标
国标2879,other subjects of american history,美洲史其他学科,Other subjects of American history,国标
国标2880,european history,欧洲史,European history,国标
国标2881,russian history,俄国史,Russian history,国标
国标2882,british history,英国史,British history,国标
国标2883,french history,法国史,French history,国标
国标2884,german history,德国史,German History,国标
国标2885,history of italy,意大利史,History of Italy,国标
国标2886,history of spain,西班牙史,History of Spain,国标
国标2887,history of central and eastern european countries,中东欧国家史,History of central and Eastern European countries,国标
国标2888,history of nordic countries,北欧国家史,History of Nordic countries,国标
国标2889,other subjects of european history,欧洲史其他学科,Other subjects of European history,国标
国标2890,history of australia and oceania,澳洲、大洋洲史,History of Australia and Oceania,国标
国标2891,special history,专门史,Special history,国标
国标2892,economic history,经济史,Economic History,国标
国标2893,political history,政治史,Political history,国标
国标2894,intellectual history,思想史,intellectual history,国标
国标2895,cultural history,文化史,cultural history,国标
国标2896,history of science and technology,科技史,History of science and technology,国标
国标2897,social history,社会史,Social history,国标
国标2898,urban history,城市史,Urban history,国标
国标2899,history of cultural exchange between china and foreign countries,中外文化交流史,History of cultural exchange between China and foreign countries,国标
国标2900,history of sino foreign relations,中外关系史,History of Sino foreign relations,国标
国标2901,military history,军事史,Military history,国标
国标2902,local chronicles,方志学,Local Chronicles,国标
国标2903,character study,人物研究,Character study,国标
国标2904,genealogy,谱牒学,Genealogy,国标
国标2905,special history other subjects,专门史其他学科,Special history other subjects,国标
国标2906,other subjects of history,历史学其他学科,Other subjects of history,国标
国标2907,bamboo and silk studies,简帛学,Bamboo and silk studies,国标
国标2908,archaeology,考古学,archaeology,国标
国标2909,archaeological theory,考古理论,Archaeological theory,国标
国标2910,history of archaeology,考古学史,history of archaeology,国标
国标2911,archaeological technique,考古技术,archaeological technique,国标
国标2912,archaeological excavation,考古发掘,archaeological excavation,国标
国标2913,archaeological restoration,考古修复,Archaeological restoration,国标
国标2914,archaeological dating,考古年代测定,Archaeological dating,国标
国标2915,other disciplines of archaeological technology,考古技术其他学科,Other disciplines of archaeological Technology,国标
国标2916,chinese archeology ,中国考古,chinese archeology ,国标
国标2917,paleolithic archaeology,旧石器时代考古,Paleolithic Archaeology,国标
国标2918,neolithic archaeology,新石器时代考古,Neolithic Archaeology,国标
国标2919,archaeology of shang and zhou dynasties,商周考古,Archaeology of Shang and Zhou Dynasties,国标
国标2920,archaeology of qin and han dynasties,秦汉考古,Archaeology of Qin and Han Dynasties,国标
国标2921,"archaeology in the three kingdoms, jin, southern and northern dynasties, sui and tang dynasties",三国两晋、南北朝、隋唐考古,"Archaeology in the Three Kingdoms, Jin, southern and Northern Dynasties, Sui and Tang Dynasties",国标
国标2922,"archaeology in song, yuan and ming dynasties",宋元明考古,"Archaeology in song, yuan and Ming Dynasties",国标
国标2923,other disciplines of chinese archaeology,中国考古其他学科,Other disciplines of Chinese Archaeology,国标
国标2924,foreign archaeology,外国考古,Foreign Archaeology,国标
国标2925,asian archaeology ,亚洲考古,Asian Archaeology ,国标
国标2926,european archaeology,欧洲考古,European Archaeology,国标
国标2927,african archaeology,非洲考古,African Archaeology,国标
国标2928,american archaeology ,美洲考古,American Archaeology ,国标
国标2929,archaeology in oceania,大洋洲考古,Archaeology in Oceania,国标
国标2930,other disciplines of foreign archaeology,外国考古其他学科,Other disciplines of foreign Archaeology,国标
国标2931,specialized archaeology,专门考古,Specialized Archaeology,国标
国标2932,epigraphy,金石学,Epigraphy,国标
国标2933,epigraphy,铭刻学,Epigraphy,国标
国标2934,oracle bone science,甲骨学,Oracle bone science,国标
国标2935,numismatics,古钱学,numismatics,国标
国标2936,ancient ceramics,古陶瓷学,Ancient ceramics,国标
国标2937,art archaeology,美术考古,Art Archaeology,国标
国标2938,religious archaeology,宗教考古,Religious Archaeology,国标
国标2939,underwater archaeology ,水下考古,underwater archaeology ,国标
国标2940,specialized archaeology and other disciplines,专门考古其他学科,Specialized Archaeology and other disciplines,国标
国标2941,other disciplines of archaeology,考古学其他学科,Other disciplines of Archaeology,国标
国标2942,economics,经济学,economics,国标
国标2943,political economics,政治经济学,political economics,国标
国标2944,capitalist political economy,资本主义政治经济学,Capitalist political economy,国标
国标2945,socialist political economy,社会主义政治经济学,Socialist political economy,国标
国标2946,other disciplines of political economy,政治经济学其他学科,Other disciplines of political economy,国标
国标2947,macroeconomics,宏观经济学,Macroeconomics,国标
国标2948,western macroeconomics,西方宏观经济学,Western Macroeconomics,国标
国标2949,socialist macroeconomics,社会主义宏观经济学,Socialist Macroeconomics,国标
国标2950,microeconomics,微观经济学,Microeconomics,国标
国标2951,western microeconomics,西方微观经济学,Western Microeconomics,国标
国标2952,socialist microeconomics,社会主义微观经济学,Socialist Microeconomics,国标
国标2953,comparative economics,比较经济学,Comparative economics,国标
国标2954,development economics,发展经济学,Development Economics,国标
国标2955,productivity economics,生产力经济学,Productivity economics,国标
国标2956,history of economic thought,经济思想史,History of economic thought,国标
国标2957,history of chinese economic thought,中国经济思想史,History of Chinese economic thought,国标
国标2958,history of foreign economic thoughts,外国经济思想史,History of foreign economic thoughts,国标
国标2959,history of marxist economic thought,马克思主义经济思想史,History of Marxist economic thought,国标
国标2960,history of economic thought other disciplines,经济思想史其他学科,History of economic thought other disciplines,国标
国标2961,world economic history,世界经济史,World economic history,国标
国标2962,chinese economic history,中国经济史,Chinese economic history,国标
国标2963,other subjects of economic history,经济史其他学科,Other subjects of economic history,国标
国标2964,world economics,世界经济学,World economics,国标
国标2965,international economic relations,国际经济关系,international economic relations,国标
国标2966,international trade,国际贸易学,International Trade,国标
国标2967,international monetary economics,国际货币经济学,International Monetary Economics,国标
国标2968,international finance,国际金融学,International Finance,国标
国标2969,international investment,国际投资学,International Investment,国标
国标2970,balance of payments theory,国际收支理论,Balance of payments theory,国标
国标2971,american economy,美国经济,American economy,国标
国标2972,japanese economy,日本经济,Japanese economy,国标
国标2973,german economy,德国经济,German economy,国标
国标2974,french economy,法国经济,French economy,国标
国标2975,british economy,英国经济,British economy,国标
国标2976,russian economy,俄罗斯经济,Russian economy,国标
国标2977,european economy,欧洲经济,European economy,国标
国标2978,central and eastern european economies,中东欧经济,Central and Eastern European economies,国标
国标2979,north american economy,北美经济,North American economy,国标
国标2980,asia pacific economy,亚太经济,Asia Pacific economy,国标
国标2981,latin american economy,拉美经济,Latin American economy,国标
国标2982,african economy,非洲经济,African economy,国标
国标2983,central asian economy,中亚经济,Central Asian economy,国标
国标2984,west asian economy,西亚经济,West Asian economy,国标
国标2985,world economic statistics,世界经济统计,World economic statistics,国标
国标2986,other disciplines of world economics,世界经济学其他学科,Other disciplines of world economics,国标
国标2987,national economics,国民经济学,National Economics,国标
国标2988,national economic planning,国民经济计划学,National economic planning,国标
国标2989,regional economics ,区域经济学,regional economics ,国标
国标2990,consumption economics,消费经济学,Consumption economics,国标
国标2991,investment economics,投资经济学,Investment economics,国标
国标2992,other subjects of national economics,国民经济学其他学科,Other subjects of national economics,国标
国标2993,quantitative economics,数量经济学,Quantitative economics,国标
国标2994,mathematical economics,数理经济学,Mathematical economics,国标
国标2995,econometrics,经济计量学,econometrics,国标
国标2996,other disciplines of quantitative economics,数量经济学其他学科,Other disciplines of quantitative economics,国标
国标2997,accounting,会计学,accounting,国标
国标2998,industrial accounting ,工业会计学,industrial accounting ,国标
国标2999,agricultural accounting ,农业会计学,agricultural accounting ,国标
国标3000,business accounting,商业会计学,Business accounting,国标
国标3001,bank accounting ,银行会计学,Bank Accounting ,国标
国标3002,transportation accounting,交通运输会计学,Transportation accounting,国标
国标3003,other subjects of accounting,会计学其他学科,Other subjects of accounting,国标
国标3004,auditing,审计学,Auditing,国标
国标3005,technological economics,技术经济学,technological economics,国标
国标3006,theory and method of technical economy,技术经济理论与方法,Theory and method of technical economy,国标
国标3007,engineering economics,工程经济学,Engineering Economics,国标
国标3008,industrial technology economics,工业技术经济学,Industrial Technology Economics,国标
国标3009,agricultural technology economics,农业技术经济学,Agricultural Technology Economics,国标
国标3010,energy technology economics,能源技术经济学,Energy technology economics,国标
国标3011,technical economics of transportation,交通运输技术经济学,Technical economics of transportation,国标
国标3012,construction technology economics,建筑技术经济学,Construction Technology Economics,国标
国标3013,logistics technology economics,物流技术经济学,Logistics technology economics,国标
国标3014,trade technology economics,贸易技术经济学,Trade technology economics,国标
国标3015,economics of technological progress,技术进步经济学,Economics of technological progress,国标
国标3016,technical economics of resource development and utilization,资源开发利用技术经济学,Technical economics of resource development and utilization,国标
国标3017,technical economics of environmental protection,环境保护技术经济学,Technical economics of environmental protection,国标
国标3018,technical economics of productivity distribution,生产力布局技术经济学,Technical economics of productivity distribution,国标
国标3019,consumer technology economics,消费技术经济学,Consumer technology economics,国标
国标3020,technical economics of service industry,服务业技术经济学,Technical economics of service industry,国标
国标3021,other disciplines of technical economics,技术经济学其他学科,Other disciplines of technical economics,国标
国标3022,ecological economics,生态经济学,Ecological Economics,国标
国标3023,agricultural ecological economics,农业生态经济学,Agricultural Ecological Economics,国标
国标3024,·,·,·,国标
国标3025,forest ecological economics,森林生态经济学,Forest Ecological Economics,国标
国标3026,grassland ecological economics,草原生态经济学,Grassland ecological economics,国标
国标3027,ecological economics of water area,水域生态经济学,Ecological economics of water area,国标
国标3028,urban ecological economics,城市生态经济学,Urban Ecological Economics,国标
